Start_Date_Risk,Start_Time_Risk,Risk
2021-10-01,12:56:06,0.0
2021-10-01,12:56:06,0.0
2021-10-02,12:56:06,0.0
2021-10-02,12:56:06,0.0
2021-10-04,12:56:06,1.0
2021-10-04,12:56:06,1.0
2021-10-05,12:56:06,0.0
2021-10-05,12:56:06,0.0
2021-10-06,12:56:06,0.0
2021-10-06,12:56:06,0.0
