Start_Date,Start_Time,Heartrate
161,2021-08-25,04:55:13,68.0
162,2021-08-25,04:59:39,72.0
163,2021-08-25,05:02:43,72.0
164,2021-08-25,05:26:47,73.5
165,2021-08-25,22:07:20,75.0
166,2021-08-25,22:18:08,75.5
167,2021-08-26,00:08:06,74.0
168,2021-08-26,00:26:37,68.74044291178386
169,2021-08-26,00:23:01,69.40710957845052
170,2021-08-26,01:06:11,70.5
171,2021-08-26,01:10:28,70.66666666666667
172,2021-08-26,01:15:16,70.5
173,2021-08-26,01:18:41,74.0
174,2021-08-26,01:24:51,74.0
175,2021-08-26,02:37:50,67.0
176,2021-08-26,02:56:51,67.0
177,2021-08-26,03:18:46,66.5
178,2021-08-26,03:25:58,66.0
179,2021-08-26,03:23:13,66.0
180,2021-08-26,03:41:33,67.5
181,2021-08-26,03:45:40,67.0
182,2021-08-29,22:01:44,79.0
183,2021-08-29,22:10:18,79.92307790120442
184,2021-08-29,22:13:43,78.88461685180664
185,2021-08-30,23:58:39,99.0
186,2021-08-30,23:59:10,99.0
187,2021-08-31,00:04:38,87.7912540435791
188,2021-08-31,00:34:41,84.0
189,2021-08-31,00:41:21,79.12244923909503
190,2021-08-31,00:42:32,79.12244923909503
191,2021-08-31,01:02:51,78.0
192,2021-08-31,01:38:01,78.5
193,2021-08-31,02:17:07,74.78155517578125
194,2021-08-31,02:59:37,72.0
195,2021-08-31,02:11:49,74.5
196,2021-08-31,01:35:07,78.5
197,2021-08-31,03:01:40,72.5
198,2021-08-31,04:06:01,73.5
199,2021-08-31,04:52:27,70.0
200,2021-08-31,05:07:49,67.5
201,2021-08-31,04:33:10,68.0
202,2021-08-31,05:20:27,71.0
203,2021-08-31,05:25:44,72.5
204,2021-08-31,05:28:38,75.0
205,2021-08-31,05:39:03,79.5
206,2021-08-31,05:49:38,91.0
207,2021-08-31,05:57:09,81.0
208,2021-08-31,05:23:11,72.5
209,2021-08-31,22:11:43,79.0
210,2021-08-31,22:43:49,76.0
211,2021-09-01,00:04:03,70.0
212,2021-09-01,00:03:02,70.0
213,2021-09-01,00:23:31,70.0
214,2021-09-01,01:26:40,77.0
215,2021-09-01,00:32:33,69.0
216,2021-08-31,23:53:07,69.0
217,2021-09-01,02:15:50,69.32586161295573
218,2021-09-01,02:20:06,68.0
219,2021-09-01,23:06:33,78.0
220,2021-09-01,22:05:44,89.0
221,2021-09-01,23:35:20,78.0
222,2021-09-01,23:13:14,76.0
223,2021-09-01,23:57:46,81.0
224,2021-09-01,23:36:42,79.0
225,2021-09-01,23:53:19,80.66666666666667
226,2021-09-02,00:01:53,81.0
227,2021-09-02,00:03:05,81.5
228,2021-09-02,00:07:22,81.5
229,2021-09-02,00:14:54,72.93939463297527
230,2021-09-02,00:12:30,72.90909194946289
231,2021-09-02,00:19:32,72.93939463297527
232,2021-09-02,00:25:42,76.0
233,2021-09-02,00:31:52,78.0
234,2021-09-02,00:36:19,75.66666666666667
235,2021-09-02,00:30:29,77.0
236,2021-09-02,00:51:54,74.0
237,2021-09-02,01:04:04,74.0
238,2021-09-02,00:59:57,74.0
239,2021-09-02,00:53:37,74.0
240,2021-09-02,01:07:50,75.5
241,2021-09-02,01:24:06,76.0
242,2021-09-02,01:29:25,76.0
243,2021-09-02,01:38:40,76.0
244,2021-09-02,01:43:17,74.5
245,2021-09-02,03:58:27,71.66666666666667
246,2021-09-02,02:26:48,79.0
247,2021-09-02,02:02:18,71.0
248,2021-09-02,04:04:37,71.0
249,2021-09-02,04:03:04,71.0
250,2021-09-02,04:54:17,71.5
251,2021-09-02,05:53:44,72.5
252,2021-09-02,04:27:13,71.66666666666667
253,2021-09-05,23:19:27,84.0
254,2021-09-05,23:20:59,83.5
255,2021-09-05,23:38:14,80.5
256,2021-09-05,23:46:46,91.5
257,2021-09-05,23:33:57,83.5
258,2021-09-05,23:49:30,91.5
259,2021-09-05,23:46:56,91.5
260,2021-09-05,23:54:47,87.0
261,2021-09-06,00:00:15,87.0
262,2021-09-06,00:03:40,88.0
263,2021-09-06,00:22:06,84.0
264,2021-09-06,00:05:53,88.0
265,2021-09-06,00:23:28,83.5
266,2021-09-06,00:35:46,82.33333333333333
267,2021-09-06,00:42:26,81.0
268,2021-09-06,01:17:46,81.5
269,2021-09-06,01:08:43,81.66666666666667
270,2021-09-06,01:25:27,79.33333333333333
271,2021-09-06,01:30:03,75.0
272,2021-09-06,01:27:30,78.5
273,2021-09-06,01:34:50,74.5
274,2021-09-06,01:43:53,76.0
275,2021-09-06,01:52:04,77.0
276,2021-09-06,01:48:50,76.0
277,2021-09-06,02:03:51,73.0
278,2021-09-06,02:11:42,71.5
279,2021-09-06,02:28:57,73.33333333333333
280,2021-09-06,02:16:09,73.0
281,2021-09-06,02:35:05,75.0
282,2021-09-06,02:54:13,74.0
283,2021-09-06,02:51:18,73.0
284,2021-09-06,02:37:49,72.5
285,2021-09-06,03:04:37,75.66666666666667
286,2021-09-06,03:14:01,76.5
287,2021-09-06,04:18:42,73.33333333333333
288,2021-09-06,04:43:37,69.73429870605469
289,2021-09-06,04:35:46,69.5
290,2021-09-06,04:45:10,69.73429870605469
291,2021-09-06,05:41:19,68.0
292,2021-09-06,05:53:36,66.5
293,2021-09-06,05:45:15,64.5
294,2021-09-06,04:55:14,67.33333333333333
295,2021-09-06,05:54:58,68.0
296,2021-09-06,22:16:33,80.0
297,2021-09-06,22:44:32,78.5
298,2021-09-07,02:09:12,64.5
299,2021-09-07,02:07:40,64.5
300,2021-09-07,02:36:20,66.5
301,2021-09-07,02:20:18,65.33333333333333
302,2021-09-07,02:55:48,63.66666666666666
303,2021-09-07,03:04:10,65.0
304,2021-09-07,03:04:20,65.0
305,2021-09-07,03:05:31,65.0
306,2021-09-07,03:07:45,65.5
307,2021-09-07,03:10:39,65.33333333333333
308,2021-09-07,03:27:43,66.0
309,2021-09-07,03:27:53,67.0
310,2021-09-07,05:20:12,63.5
311,2021-09-07,04:51:21,67.5
312,2021-09-07,22:08:19,80.5
313,2021-09-07,22:48:24,76.0
314,2021-09-07,23:20:37,74.5
315,2021-09-07,23:46:18,76.0
316,2021-09-07,23:26:26,72.0
317,2021-09-07,22:50:28,76.0
318,2021-09-08,01:12:59,72.0
319,2021-09-08,01:14:32,72.0
320,2021-09-08,01:17:06,73.0
321,2021-09-08,01:37:29,73.5
322,2021-09-08,01:18:28,73.0
323,2021-09-08,01:15:13,72.0
324,2021-09-08,02:03:52,72.5
325,2021-09-08,01:47:25,72.4842758178711
326,2021-09-08,02:07:07,72.5
327,2021-09-08,02:20:59,69.5
328,2021-09-08,02:25:37,68.5
329,2021-09-08,03:44:04,69.5
330,2021-09-08,02:29:33,69.0
331,2021-09-08,04:08:24,67.5
332,2021-09-08,04:09:46,67.5
333,2021-09-08,04:32:33,67.66666666666667
334,2021-09-08,04:34:26,68.0
335,2021-09-08,04:46:05,66.0
336,2021-09-08,04:41:58,68.5
337,2021-09-08,05:00:08,71.0
338,2021-09-08,04:50:01,66.0
339,2021-09-08,22:05:55,80.0
340,2021-09-08,22:00:36,80.66666666666667
341,2021-09-08,22:08:29,80.0
342,2021-09-08,23:43:03,71.5
343,2021-09-08,23:59:19,72.5
344,2021-09-08,23:32:25,72.03755950927734
345,2021-09-09,00:20:13,68.5
346,2021-09-09,01:08:31,65.54237365722656
347,2021-09-09,01:25:19,68.0
348,2021-09-09,00:37:11,66.66666666666667
349,2021-09-09,01:29:05,69.0
350,2021-09-09,01:33:52,69.0
351,2021-09-09,01:52:43,67.0
352,2021-09-09,01:54:57,67.0
353,2021-09-09,01:59:24,73.0
354,2021-09-09,02:15:50,76.5
355,2021-09-09,02:14:28,76.5
356,2021-09-09,02:18:25,76.66666666666667
357,2021-09-09,02:31:36,72.5
358,2021-09-09,02:34:51,72.0
359,2021-09-09,02:26:07,75.0
360,2021-09-09,02:36:44,72.0
361,2021-09-09,02:38:27,72.5
362,2021-09-09,03:08:36,77.0
363,2021-09-09,03:57:14,77.0
364,2021-09-09,04:05:17,79.5
365,2021-09-09,02:58:40,76.0
366,2021-09-09,04:08:02,79.5
367,2021-09-09,04:06:40,79.5
368,2021-09-09,22:02:20,81.0
369,2021-09-09,22:07:07,81.0
370,2021-09-09,22:03:42,81.0
371,2021-09-09,22:08:39,80.5
372,2021-09-09,22:29:39,80.0
373,2021-09-09,22:55:04,78.5
374,2021-09-09,23:18:27,76.33333333333333
375,2021-09-09,23:29:02,78.0
376,2021-09-09,23:24:57,77.0
377,2021-09-09,23:38:56,76.0
378,2021-09-09,23:20:20,77.0
379,2021-09-09,23:43:43,75.0
380,2021-09-09,23:42:42,75.0
381,2021-09-09,23:39:58,76.0
382,2021-09-09,23:49:52,76.0
383,2021-09-09,23:55:30,77.0
384,2021-09-09,23:58:24,77.0
385,2021-09-10,00:01:08,77.33333333333333
386,2021-09-10,00:18:33,75.5
387,2021-09-10,00:16:19,75.5
388,2021-09-10,00:23:40,75.0
389,2021-09-10,00:31:31,73.19392585754393
390,2021-09-10,00:45:00,71.0
391,2021-09-10,01:42:52,76.5
392,2021-09-10,00:59:51,75.5
393,2021-09-10,02:32:43,75.52103678385417
394,2021-09-10,01:58:34,74.5
395,2021-09-10,03:01:33,72.5
396,2021-09-10,03:22:43,70.0
397,2021-09-10,03:15:13,72.0
398,2021-09-10,03:26:08,69.0
399,2021-09-10,04:16:50,71.5
400,2021-09-10,04:52:00,66.0
401,2021-09-10,05:40:38,69.0
402,2021-09-10,05:32:17,68.66666666666667
403,2021-09-10,22:32:20,96.5
404,2021-09-10,22:41:02,97.33333333333333
405,2021-09-10,23:04:05,97.0
406,2021-09-10,22:51:27,96.66666666666669
407,2021-09-10,23:09:32,97.0
408,2021-09-10,23:20:58,97.66666666666669
409,2021-09-10,23:24:13,98.0
410,2021-09-10,23:36:30,98.0
411,2021-09-10,23:29:00,96.5
412,2021-09-10,23:50:10,94.0
413,2021-09-10,23:53:04,94.0
414,2021-09-10,23:55:27,94.0
415,2021-09-11,00:02:48,95.0
416,2021-09-11,00:10:49,98.0
417,2021-09-11,00:16:17,96.0
418,2021-09-11,00:19:11,94.5
419,2021-09-11,00:33:21,91.55284627278643
420,2021-09-11,00:33:11,91.55284627278643
421,2021-09-11,00:46:09,86.66666666666667
422,2021-09-11,00:47:21,87.5
423,2021-09-11,00:48:32,87.5
424,2021-09-11,00:58:57,84.0
425,2021-09-11,01:01:00,84.5
426,2021-09-11,01:03:03,84.5
427,2021-09-11,01:02:02,84.5
428,2021-09-11,01:14:50,84.5
429,2021-09-11,01:04:56,85.0
430,2021-09-11,01:22:30,89.0
431,2021-09-11,01:25:55,88.0
432,2021-09-11,01:32:04,83.33333333333333
433,2021-09-11,01:26:46,86.0
434,2021-09-11,01:33:46,79.66666666666667
435,2021-09-11,02:02:06,79.0
436,2021-09-11,02:37:37,78.52525329589844
437,2021-09-11,02:07:03,79.5
438,2021-09-11,02:45:58,78.0
439,2021-09-11,02:52:58,77.5
440,2021-09-11,03:02:42,75.0
441,2021-09-11,04:23:36,72.5
442,2021-09-11,03:45:22,73.0
443,2021-09-11,04:07:54,72.5
444,2021-09-11,05:53:23,69.5
445,2021-09-11,04:26:30,72.0
446,2021-09-11,05:55:06,72.0
447,2021-09-11,22:56:22,72.0
448,2021-09-11,22:23:46,76.0
449,2021-09-11,23:18:34,69.5
450,2021-09-11,23:11:03,70.0
451,2021-09-11,23:04:03,71.5
452,2021-09-12,22:49:21,84.5
453,2021-09-12,22:43:33,87.0
454,2021-09-12,23:00:57,77.5
455,2021-09-12,23:19:03,78.0
456,2021-09-12,23:23:40,78.5
457,2021-09-12,22:27:51,89.0
458,2021-09-12,23:24:51,78.5
459,2021-09-13,00:45:14,72.0
460,2021-09-13,00:38:45,73.0
461,2021-09-13,01:01:48,72.0
462,2021-09-13,02:04:26,68.5
463,2021-09-13,02:49:29,69.0
464,2021-09-13,01:07:56,73.5
465,2021-09-13,03:58:16,66.0
466,2021-09-13,04:40:46,63.5
467,2021-09-13,05:06:43,64.0
468,2021-09-13,05:35:44,66.5
469,2021-09-13,05:43:24,68.0
470,2021-09-13,05:46:59,66.5
471,2021-09-13,23:20:28,86.96546936035155
472,2021-09-13,23:24:24,86.21546936035155
473,2021-09-13,23:29:31,86.0
474,2021-09-13,23:32:56,84.5
475,2021-09-13,23:41:38,82.33333333333333
476,2021-09-13,23:45:54,83.0
477,2021-09-14,00:00:04,80.0
478,2021-09-13,23:51:22,82.0
479,2021-09-14,00:01:16,80.5
480,2021-09-13,23:52:13,82.0
481,2021-09-14,00:05:22,80.5
482,2021-09-14,00:14:45,78.0
483,2021-09-14,00:15:57,78.0
484,2021-09-14,00:26:32,80.5
485,2021-09-14,00:19:42,78.66666666666667
486,2021-09-14,00:29:36,82.5
487,2021-09-14,00:44:48,78.0
488,2021-09-14,00:33:21,82.5
489,2021-09-14,00:52:18,73.0
490,2021-09-14,00:54:42,73.0
491,2021-09-14,01:03:34,69.0
492,2021-09-14,01:00:40,69.0
493,2021-09-14,00:57:15,70.0
494,2021-09-14,01:10:44,69.5
495,2021-09-14,03:02:12,75.0
496,2021-09-14,02:54:21,74.0
497,2021-09-14,03:04:15,75.0
498,2021-09-14,02:51:57,74.0
499,2021-09-14,03:40:36,79.5
500,2021-09-14,03:43:00,78.0
501,2021-09-14,03:51:32,76.82353019714355
502,2021-09-14,04:11:20,76.0
503,2021-09-14,03:58:32,77.5
504,2021-09-14,04:16:27,76.0
505,2021-09-14,04:15:16,76.0
506,2021-09-14,04:20:33,76.5
507,2021-09-14,04:24:29,76.66666666666667
508,2021-09-14,04:19:52,74.0
509,2021-09-14,04:25:30,76.66666666666667
510,2021-09-14,05:05:37,81.33333333333333
511,2021-09-14,05:14:09,81.5
512,2021-09-14,04:29:46,77.33333333333333
513,2021-09-14,05:00:09,83.0
514,2021-09-14,05:15:11,82.0
515,2021-09-14,05:55:48,62.0
516,2021-09-14,22:15:51,90.0
517,2021-09-14,22:27:07,83.0
518,2021-09-14,22:47:15,88.67647171020509
519,2021-09-14,22:48:37,88.67647171020509
520,2021-09-14,22:51:41,90.1176478068034
521,2021-09-14,23:00:44,90.0
522,2021-09-14,23:09:47,82.0
523,2021-09-14,23:11:19,80.33333333333333
524,2021-09-14,23:18:19,76.5
525,2021-09-14,23:19:31,76.5
526,2021-09-14,23:23:57,75.5
527,2021-09-14,23:21:34,75.5
528,2021-09-14,23:29:25,74.0
529,2021-09-14,23:41:22,72.0
530,2021-09-14,23:27:22,74.0
531,2021-09-15,00:43:19,72.0
532,2021-09-14,23:58:57,71.5
533,2021-09-15,01:16:46,69.5
534,2021-09-15,00:16:52,70.0
535,2021-09-15,01:29:14,69.0
536,2021-09-15,02:00:28,63.0
537,2021-09-15,01:52:37,62.66666666666666
538,2021-09-15,02:03:53,63.5
539,2021-09-15,03:21:22,69.5
540,2021-09-15,03:50:34,67.66666666666667
541,2021-09-15,03:55:20,70.0
542,2021-09-15,05:42:32,70.5
543,2021-09-15,04:20:16,70.0
544,2021-09-15,05:57:13,68.5
545,2021-09-15,05:48:10,68.5
546,2021-09-15,22:12:47,85.20957946777344
547,2021-09-15,22:26:46,83.33333333333333
548,2021-09-15,22:14:49,85.20957946777344
549,2021-09-15,22:31:02,83.0
550,2021-09-15,22:40:46,83.0
551,2021-09-15,22:34:58,83.0
552,2021-09-15,22:48:58,82.0
553,2021-09-15,22:51:11,82.0
554,2021-09-15,22:52:12,82.0
555,2021-09-15,23:01:15,81.5
556,2021-09-15,22:53:24,82.0
557,2021-09-15,23:02:27,81.5
558,2021-09-15,23:09:06,82.0
559,2021-09-15,23:18:29,82.0
560,2021-09-15,23:28:03,83.46520233154298
561,2021-09-15,23:15:56,82.0
562,2021-09-15,23:31:38,83.46520233154298
563,2021-09-15,23:32:49,83.46520233154298
564,2021-09-16,00:08:40,79.0
565,2021-09-16,00:28:38,76.5
566,2021-09-16,00:12:25,78.0
567,2021-09-15,23:22:04,82.5
568,2021-09-16,00:34:06,74.0
569,2021-09-16,01:06:21,87.0
570,2021-09-16,01:00:43,85.0
571,2021-09-16,01:27:31,84.33333333333333
572,2021-09-16,01:29:44,83.5
573,2021-09-16,02:00:07,81.0
574,2021-09-16,02:19:55,76.0
575,2021-09-16,02:25:23,76.5
576,2021-09-16,02:06:26,79.0
577,2021-09-16,02:38:52,76.5
578,2021-09-16,02:43:59,76.0
579,2021-09-16,02:49:07,74.5
580,2021-09-16,03:20:21,76.0
581,2021-09-16,02:59:11,77.5
582,2021-09-16,02:45:11,73.0
583,2021-09-16,04:04:13,73.0
584,2021-09-16,03:52:16,73.5
585,2021-09-16,04:16:00,68.33333333333333
586,2021-09-16,04:11:13,69.0
587,2021-09-16,04:20:05,68.0
588,2021-09-16,05:54:49,60.5
589,2021-09-16,05:45:26,65.0
590,2021-09-16,05:49:21,62.0
591,2021-09-16,05:58:34,60.5
592,2021-09-16,22:46:34,88.66666666666667
593,2021-09-16,22:44:10,86.0
594,2021-09-16,22:53:03,92.0
595,2021-09-16,23:10:38,86.5
596,2021-09-16,23:37:26,82.0
597,2021-09-16,23:40:41,83.33333333333333
598,2021-09-16,23:28:13,83.0
599,2021-09-16,23:43:14,84.5
600,2021-09-16,23:18:29,90.0
601,2021-09-16,23:47:51,85.0
602,2021-09-16,23:56:23,82.5
603,2021-09-16,23:50:45,83.5
604,2021-09-16,23:44:47,84.33333333333333
605,2021-09-16,23:58:57,82.0
606,2021-09-17,01:23:36,78.33333333333333
607,2021-09-17,01:40:20,77.5
608,2021-09-17,02:12:15,75.0
609,2021-09-17,02:34:06,71.5
610,2021-09-17,02:40:46,68.0
611,2021-09-17,02:45:43,68.5
612,2021-09-17,02:55:26,70.92523447672527
613,2021-09-17,02:43:50,68.5
614,2021-09-17,03:02:47,71.2585678100586
615,2021-09-17,02:54:15,70.92523447672527
616,2021-09-17,03:07:34,71.0
617,2021-09-17,03:18:39,71.0
618,2021-09-17,03:19:41,71.0
619,2021-09-17,03:10:07,71.0
620,2021-09-17,03:16:47,71.0
621,2021-09-17,03:22:45,70.66666666666667
622,2021-09-17,03:31:07,71.5
623,2021-09-17,03:32:09,71.5
624,2021-09-17,03:51:05,70.5
625,2021-09-17,03:52:17,70.5
626,2021-09-17,04:11:34,76.5
627,2021-09-17,03:34:42,71.5
628,2021-09-17,04:19:15,71.0
629,2021-09-17,04:16:21,75.0
630,2021-09-17,04:20:27,69.5
631,2021-09-17,04:37:52,71.0
632,2021-09-17,04:40:46,73.5
633,2021-09-17,04:25:14,69.66666666666667
634,2021-09-17,04:43:40,73.5
635,2021-09-17,05:43:55,70.5
636,2021-09-17,05:42:54,70.5
637,2021-09-17,05:14:34,73.5
638,2021-09-17,22:28:46,100.5
639,2021-09-17,22:11:51,105.0
640,2021-09-18,00:13:06,87.00788370768228
641,2021-09-18,00:14:08,87.00788370768228
642,2021-09-18,00:32:34,84.0
643,2021-09-18,00:53:55,83.0
644,2021-09-18,01:08:56,81.5
645,2021-09-18,00:57:20,83.0
646,2021-09-18,01:39:30,78.0
647,2021-09-18,01:36:36,80.0
648,2021-09-18,01:48:43,80.5
649,2021-09-18,01:46:09,79.0
650,2021-09-18,01:56:44,82.66666666666667
651,2021-09-18,01:51:27,80.33333333333333
652,2021-09-18,01:59:08,85.15384615384616
653,2021-09-18,02:31:54,66.5
654,2021-09-18,02:40:27,65.0
655,2021-09-18,02:34:18,64.0
656,2021-09-18,02:59:03,69.07143020629883
657,2021-09-18,04:09:54,68.5
658,2021-09-18,04:19:07,70.0
659,2021-09-18,05:24:09,66.0
660,2021-09-18,05:28:55,66.0
661,2021-09-18,05:43:06,66.0
662,2021-09-20,22:00:55,105.0
663,2021-09-20,22:02:37,103.68421173095705
664,2021-09-20,22:25:34,99.12903225806451
665,2021-09-20,22:30:22,98.6
666,2021-09-20,22:42:42,96.0
667,2021-09-20,22:34:39,97.66666666666669
668,2021-09-20,22:47:51,95.9
669,2021-09-20,22:32:56,98.6
670,2021-09-20,22:57:06,83.59999999999998
671,2021-09-20,23:23:39,87.5
672,2021-09-20,23:28:26,88.0
673,2021-09-21,00:34:24,78.0
674,2021-09-21,00:21:22,77.66666666666667
675,2021-09-21,00:46:33,77.0
676,2021-09-21,00:41:35,79.0
677,2021-09-21,01:04:33,82.0
678,2021-09-21,00:36:47,78.0
679,2021-09-21,01:01:38,83.0
680,2021-09-21,00:51:21,75.0
681,2021-09-21,01:37:36,80.0
682,2021-09-21,01:41:12,79.5
683,2021-09-21,01:58:30,84.5
684,2021-09-21,01:48:55,81.66666666666667
685,2021-09-21,02:05:01,85.19056701660156
686,2021-09-21,02:38:46,73.0
687,2021-09-21,02:11:42,81.66666666666667
688,2021-09-21,02:46:59,76.0
689,2021-09-21,02:49:12,77.0
690,2021-09-21,02:53:19,75.0
691,2021-09-21,03:03:05,76.0
692,2021-09-21,03:10:17,77.5
693,2021-09-21,03:12:40,80.0
694,2021-09-21,03:12:51,80.0
695,2021-09-21,03:15:35,80.0
696,2021-09-21,03:17:38,80.0
697,2021-09-21,03:16:06,80.0
698,2021-09-21,03:18:50,80.0
699,2021-09-21,03:20:33,80.5
700,2021-09-21,03:19:42,80.5
701,2021-09-21,03:21:35,80.5
702,2021-09-21,03:24:09,80.0
703,2021-09-21,04:10:34,79.5
704,2021-09-21,03:40:25,81.5
705,2021-09-21,04:54:14,86.0
706,2021-09-21,04:11:46,79.66666666666667
