Device,Start_Date,Start_Time,End_Date,End_Time,0
HK Apple Watch,9/23/21,3:29:00,9/23/21,3:29:00,0
HK Apple Watch,9/23/21,3:36:12,9/23/21,3:36:12,0
HK Apple Watch,9/23/21,3:14:16,9/23/21,3:14:16,0
HK Apple Watch,9/23/21,4:36:40,9/23/21,4:36:40,0
HK Apple Watch,9/23/21,5:00:39,9/23/21,5:00:39,0
HK Apple Watch,9/23/21,5:07:41,9/23/21,5:07:41,0
HK Apple Watch,9/23/21,5:24:07,9/23/21,5:24:07,0
HK Apple Watch,9/23/21,5:26:11,9/23/21,5:26:11,0
HK Apple Watch,9/23/21,5:37:50,9/23/21,5:37:50,0
HK Apple Watch,9/23/21,5:29:36,9/23/21,5:29:36,0
HK Apple Watch,9/23/21,5:57:42,9/23/21,5:57:42,0
HK Apple Watch,9/23/21,4:18:00,9/23/21,4:18:00,0
HK Apple Watch,9/23/21,22:33:09,9/23/21,22:33:09,0
HK Apple Watch,9/23/21,23:26:14,9/23/21,23:26:14,0
HK Apple Watch,9/24/21,0:00:02,9/24/21,0:00:02,0
HK Apple Watch,9/23/21,22:37:56,9/23/21,22:37:56,0
HK Apple Watch,9/24/21,0:50:02,9/24/21,0:50:02,0
HK Apple Watch,9/23/21,22:56:11,9/23/21,22:56:11,0
HK Apple Watch,9/24/21,1:01:59,9/24/21,1:01:59,0
HK Apple Watch,9/24/21,0:42:21,9/24/21,0:42:21,0
HK Apple Watch,9/24/21,1:19:03,9/24/21,1:19:03,0
HK Apple Watch,9/24/21,1:13:05,9/24/21,1:13:05,0
HK Apple Watch,9/24/21,1:20:15,9/24/21,1:20:15,0
HK Apple Watch,9/24/21,1:19:14,9/24/21,1:19:14,0
HK Apple Watch,9/24/21,2:01:44,9/24/21,2:01:44,0
HK Apple Watch,9/24/21,3:23:30,9/24/21,3:23:30,0
HK Apple Watch,9/24/21,3:41:15,9/24/21,3:41:15,0
HK Apple Watch,9/24/21,3:39:02,9/24/21,3:39:02,0
HK Apple Watch,9/24/21,3:51:19,9/24/21,3:51:19,0
HK Apple Watch,9/24/21,3:52:31,9/24/21,3:52:31,0
HK Apple Watch,9/24/21,3:56:57,9/24/21,3:56:57,0
HK Apple Watch,9/24/21,4:07:11,9/24/21,4:07:11,0
HK Apple Watch,9/24/21,4:10:26,9/24/21,4:10:26,0
HK Apple Watch,9/24/21,4:34:40,9/24/21,4:34:40,0
HK Apple Watch,9/24/21,5:41:04,9/24/21,5:41:04,0
HK Apple Watch,9/24/21,5:11:43,9/24/21,5:11:43,0
HK Apple Watch,9/24/21,5:51:39,9/24/21,5:51:39,0
HK Apple Watch,9/24/21,3:34:35,9/24/21,3:34:35,0
HK Apple Watch,9/24/21,5:58:49,9/24/21,5:58:49,0
HK Apple Watch,9/27/21,22:12:31,9/27/21,22:12:31,0
HK Apple Watch,9/27/21,22:10:38,9/27/21,22:10:38,0
HK Apple Watch,9/27/21,23:10:33,9/27/21,23:10:33,0
HK Apple Watch,9/27/21,23:48:16,9/27/21,23:48:16,0
HK Apple Watch,9/27/21,23:16:41,9/27/21,23:16:41,0
HK Apple Watch,9/27/21,23:41:37,9/27/21,23:41:37,0
HK Apple Watch,9/27/21,23:49:59,9/27/21,23:49:59,0
HK Apple Watch,9/27/21,23:51:10,9/27/21,23:51:10,0
HK Apple Watch,9/27/21,23:54:45,9/27/21,23:54:45,0
HK Apple Watch,9/28/21,0:05:20,9/28/21,0:05:20,0
HK Apple Watch,9/28/21,0:24:58,9/28/21,0:24:58,0
HK Apple Watch,9/28/21,0:12:30,9/28/21,0:12:30,0
HK Apple Watch,9/28/21,1:27:37,9/28/21,1:27:37,0
HK Apple Watch,9/28/21,0:16:26,9/28/21,0:16:26,0
HK Apple Watch,9/28/21,1:47:15,9/28/21,1:47:15,0
HK Apple Watch,9/28/21,1:55:47,9/28/21,1:55:47,0
HK Apple Watch,9/28/21,2:08:15,9/28/21,2:08:15,0
HK Apple Watch,9/28/21,2:25:39,9/28/21,2:25:39,0
HK Apple Watch,9/28/21,3:24:02,9/28/21,3:24:02,0
HK Apple Watch,9/28/21,2:24:07,9/28/21,2:24:07,0
HK Apple Watch,9/28/21,3:43:19,9/28/21,3:43:19,0
HK Apple Watch,9/28/21,4:43:55,9/28/21,4:43:55,0
HK Apple Watch,9/28/21,2:34:32,9/28/21,2:34:32,0
HK Apple Watch,9/28/21,4:35:33,9/28/21,4:35:33,0
HK Apple Watch,9/28/21,5:08:30,9/28/21,5:08:30,0
HK Apple Watch,9/30/21,22:03:38,9/30/21,22:03:38,0
HK Apple Watch,9/30/21,22:31:13,9/30/21,22:31:13,0
HK Apple Watch,9/30/21,22:34:08,9/30/21,22:34:08,0
HK Apple Watch,9/30/21,22:06:54,9/30/21,22:06:54,0
HK Apple Watch,9/30/21,22:48:41,9/30/21,22:48:41,0
HK Apple Watch,9/30/21,22:39:06,9/30/21,22:39:06,0
HK Apple Watch,9/30/21,23:02:13,9/30/21,23:02:13,0
HK Apple Watch,9/30/21,23:03:15,9/30/21,23:03:15,0
HK Apple Watch,9/30/21,22:54:31,9/30/21,22:54:31,0
HK Apple Watch,9/30/21,23:07:22,9/30/21,23:07:22,0
HK Apple Watch,10/1/21,0:49:50,10/1/21,0:49:50,0
HK Apple Watch,10/1/21,0:46:35,10/1/21,0:46:35,0
HK Apple Watch,9/30/21,22:53:19,9/30/21,22:53:19,0
HK Apple Watch,10/1/21,1:06:47,10/1/21,1:06:47,0
HK Apple Watch,10/1/21,1:01:49,10/1/21,1:01:49,0
HK Apple Watch,10/1/21,1:13:49,10/1/21,1:13:49,0
HK Apple Watch,10/1/21,1:20:40,10/1/21,1:20:40,0
HK Apple Watch,10/1/21,1:27:52,10/1/21,1:27:52,0
HK Apple Watch,10/1/21,1:13:39,10/1/21,1:13:39,0
HK Apple Watch,10/1/21,1:35:34,10/1/21,1:35:34,0
HK Apple Watch,10/1/21,1:37:37,10/1/21,1:37:37,0
HK Apple Watch,10/1/21,1:31:38,10/1/21,1:31:38,0
HK Apple Watch,10/1/21,1:38:49,10/1/21,1:38:49,0
HK Apple Watch,10/1/21,1:47:44,10/1/21,1:47:44,0
HK Apple Watch,10/1/21,1:49:57,10/1/21,1:49:57,0
HK Apple Watch,10/1/21,2:00:35,10/1/21,2:00:35,0
HK Apple Watch,10/1/21,1:53:33,10/1/21,1:53:33,0
HK Apple Watch,10/1/21,1:46:32,10/1/21,1:46:32,0
HK Apple Watch,10/1/21,2:10:51,10/1/21,2:10:51,0
HK Apple Watch,10/1/21,2:04:52,10/1/21,2:04:52,0
HK Apple Watch,10/1/21,3:06:32,10/1/21,3:06:32,0
HK Apple Watch,10/1/21,3:46:16,10/1/21,3:46:16,0
HK Apple Watch,10/1/21,5:15:21,10/1/21,5:15:21,0
HK Apple Watch,10/1/21,5:35:24,10/1/21,5:35:24,0
HK Apple Watch,10/1/21,4:16:25,10/1/21,4:16:25,0
HK Apple Watch,10/1/21,5:57:30,10/1/21,5:57:30,0
HK Apple Watch,10/1/21,5:48:35,10/1/21,5:48:35,0
HK Apple Watch,10/1/21,22:07:50,10/1/21,22:07:50,0
HK Apple Watch,10/1/21,22:06:38,10/1/21,22:06:38,0
HK Apple Watch,10/1/21,22:00:30,10/1/21,22:00:30,0
HK Apple Watch,10/1/21,22:13:28,10/1/21,22:13:28,0
HK Apple Watch,10/1/21,22:31:44,10/1/21,22:31:44,0
HK Apple Watch,10/1/21,22:33:36,10/1/21,22:33:36,0
HK Apple Watch,10/1/21,22:32:35,10/1/21,22:32:35,0
HK Apple Watch,10/1/21,22:54:26,10/1/21,22:54:26,0
HK Apple Watch,10/1/21,22:57:10,10/1/21,22:57:10,0
HK Apple Watch,10/1/21,23:02:07,10/1/21,23:02:07,0
HK Apple Watch,10/1/21,23:19:21,10/1/21,23:19:21,0
HK Apple Watch,10/1/21,23:36:05,10/1/21,23:36:05,0
HK Apple Watch,10/1/21,23:50:15,10/1/21,23:50:15,0
HK Apple Watch,10/1/21,23:51:17,10/1/21,23:51:17,0
HK Apple Watch,10/1/21,23:38:59,10/1/21,23:38:59,0
HK Apple Watch,10/1/21,23:52:18,10/1/21,23:52:18,0
HK Apple Watch,10/1/21,23:57:56,10/1/21,23:57:56,0
HK Apple Watch,10/2/21,0:09:12,10/2/21,0:09:12,0
HK Apple Watch,10/2/21,0:05:47,10/2/21,0:05:47,0
HK Apple Watch,10/2/21,0:21:30,10/2/21,0:21:30,0
HK Apple Watch,10/2/21,0:40:26,10/2/21,0:40:26,0
HK Apple Watch,10/2/21,0:27:28,10/2/21,0:27:28,0
HK Apple Watch,10/2/21,1:43:36,10/2/21,1:43:36,0
HK Apple Watch,10/2/21,1:48:44,10/2/21,1:48:44,0
HK Apple Watch,10/2/21,1:49:25,10/2/21,1:49:25,0
HK Apple Watch,10/2/21,2:00:30,10/2/21,2:00:30,0
HK Apple Watch,10/2/21,2:14:10,10/2/21,2:14:10,0
HK Apple Watch,10/2/21,4:14:30,10/2/21,4:14:30,0
HK Apple Watch,10/2/21,4:08:01,10/2/21,4:08:01,0
HK Apple Watch,10/2/21,2:54:06,10/2/21,2:54:06,0
HK Apple Watch,10/2/21,5:12:32,10/2/21,5:12:32,0
HK Apple Watch,10/2/21,5:28:35,10/2/21,5:28:35,0
HK Apple Watch,10/2/21,5:29:06,10/2/21,5:29:06,0
HK Apple Watch,10/2/21,5:43:47,10/2/21,5:43:47,0
HK Apple Watch,10/2/21,5:47:11,10/2/21,5:47:11,0
HK Apple Watch,10/5/21,0:59:57,10/5/21,0:59:57,0
HK Apple Watch,10/4/21,22:01:48,10/4/21,22:01:48,0
HK Apple Watch,10/5/21,1:07:29,10/5/21,1:07:29,0
HK Apple Watch,10/5/21,1:56:59,10/5/21,1:56:59,0
HK Apple Watch,10/5/21,1:59:23,10/5/21,1:59:23,0
HK Apple Watch,10/5/21,1:58:11,10/5/21,1:58:11,0
HK Apple Watch,10/5/21,2:21:19,10/5/21,2:21:19,0
HK Apple Watch,10/5/21,2:07:57,10/5/21,2:07:57,0
HK Apple Watch,10/5/21,2:35:21,10/5/21,2:35:21,0
HK Apple Watch,10/5/21,2:50:05,10/5/21,2:50:05,0
HK Apple Watch,10/5/21,2:56:56,10/5/21,2:56:56,0
HK Apple Watch,10/5/21,2:32:57,10/5/21,2:32:57,0
HK Apple Watch,10/5/21,3:36:30,10/5/21,3:36:30,0
HK Apple Watch,10/5/21,3:46:47,10/5/21,3:46:47,0
HK Apple Watch,10/5/21,3:04:59,10/5/21,3:04:59,0
HK Apple Watch,10/5/21,4:10:56,10/5/21,4:10:56,0
HK Apple Watch,10/5/21,5:09:42,10/5/21,5:09:42,0
HK Apple Watch,10/5/21,4:33:23,10/5/21,4:33:23,0
HK Apple Watch,10/5/21,22:54:00,10/5/21,22:54:00,0
HK Apple Watch,10/5/21,22:33:31,10/5/21,22:33:31,0
HK Apple Watch,10/5/21,22:57:35,10/5/21,22:57:35,0
HK Apple Watch,10/5/21,23:04:25,10/5/21,23:04:25,0
HK Apple Watch,10/5/21,22:58:36,10/5/21,22:58:36,0
HK Apple Watch,10/5/21,23:14:19,10/5/21,23:14:19,0
HK Apple Watch,10/5/21,23:15:41,10/5/21,23:15:41,0
HK Apple Watch,10/5/21,23:07:08,10/5/21,23:07:08,0
HK Apple Watch,10/5/21,23:20:38,10/5/21,23:20:38,0
HK Apple Watch,10/5/21,23:17:54,10/5/21,23:17:54,0
HK Apple Watch,10/5/21,23:45:23,10/5/21,23:45:23,0
HK Apple Watch,10/6/21,0:13:33,10/6/21,0:13:33,0
HK Apple Watch,10/6/21,0:35:54,10/6/21,0:35:54,0
HK Apple Watch,10/6/21,1:08:41,10/6/21,1:08:41,0
HK Apple Watch,10/6/21,0:47:41,10/6/21,0:47:41,0
HK Apple Watch,10/6/21,1:52:23,10/6/21,1:52:23,0
HK Apple Watch,10/6/21,1:47:46,10/6/21,1:47:46,0
HK Apple Watch,10/6/21,1:57:40,10/6/21,1:57:40,0
HK Apple Watch,10/6/21,2:01:05,10/6/21,2:01:05,0
HK Apple Watch,10/6/21,2:02:17,10/6/21,2:02:17,0
HK Apple Watch,10/6/21,4:15:26,10/6/21,4:15:26,0
HK Apple Watch,10/6/21,2:29:56,10/6/21,2:29:56,0
HK Apple Watch,10/6/21,2:54:41,10/6/21,2:54:41,0
HK Apple Watch,10/6/21,4:27:33,10/6/21,4:27:33,0
HK Apple Watch,10/6/21,4:22:15,10/6/21,4:22:15,0
HK Apple Watch,10/6/21,5:15:31,10/6/21,5:15:31,0
HK Apple Watch,10/6/21,5:22:11,10/6/21,5:22:11,0
HK Apple Watch,10/6/21,5:49:29,10/6/21,5:49:29,0
HK Apple Watch,10/6/21,5:54:57,10/6/21,5:54:57,0
